,domain,signaltype,encryptedrequesturl,encryptedhref,encryptedpagetitle,encryptedcontent,signalscount,_c0,domain_exp,know_domain,certainty
1319,rocketreach.co,VISIT,rocketreach.co/shawn-black-email_201891781,,shawn black email address & phone number | johnston enterprises management accountant contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1320,surveymonkey.com,CLICK,surveymonkey.com/create,surveymonkey.com/collect/list?sm=TZ_2FTJcI17YqNKc7lrzmbS4jgtD91C4u1tqZlYdxyAIw_3D&tab_clicked=1,,collect responses,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1321,surveymonkey.com,CLICK,surveymonkey.com/create,surveymonkey.com/summary/xrPnqUBKywBUxL4WOTAfp3EzFn6trwIBVVTXsP0_2Bjqs_3D?tab_clicked=1,,summary,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1322,indochino.com,CLICK,indochino.com/collection/shirts/white,indochino.com/product/halesworth-basketweave-shirt,,"187 people have viewed today!
halesworth basketweave shirt
$119premium",1,275,"indochino.com is an online custom menswear store offering suits, shirts, outerwear, and accessories. customers can design their own suits and shirts, and have them tailored to their exact measurements. the website also offers a range of ready-to-wear items, as well as a selection of accessories. customers can also book an appointment at one of their showrooms for a personalized shopping experience.","q1: yes, 5",q2: 5
1323,surveymonkey.com,CLICK,surveymonkey.com/create/preview,surveymonkey.com/collect/list?sm=AN18IRBEJbhCXuQsAHXcKA9wZ_2BMV_2FMRTfbOiWTol1Lo_3D,,collect responses,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1324,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"private message
redpack
1d
gabo testa
081182922",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1325,powtoon.com,CLICK,powtoon.com/online-presentation/enmVp2iV3D9,,,00:02,1,166,"powtoon.com is an online platform that enables users to create animated videos and presentations. it offers a wide range of tools and templates to help users create professional-looking videos and presentations quickly and easily. users can also access a library of royalty-free music and sound effects to add to their projects. additionally, powtoon.com provides users with the ability to collaborate with others, share their projects, and access analytics to track their progress.","q1: yes, 5",q2: 5
1326,rocketreach.co,VISIT,rocketreach.co/birender-rana-email_24840118,,birender rana email address & phone number | dabur india limited business head contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1327,rocketreach.co,CLICK,rocketreach.co/emma-soutter-email_92829480,,,view emma's email (it's free),1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1328,rocketreach.co,VISIT,rocketreach.co/jean-zimmermann-email_10058898,,jean zimmermann email address & phone number | jc decaux china-airport division contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1329,rocketreach.co,CLICK,rocketreach.co/person,,,"jonathan escobar marin
chief executive officer
   me
actioglobal®
barcelona, catalonia, spain
 j****",1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1330,indochino.com,VISIT,indochino.com,,"indochino | men's custom suits (9pxhdtxv1fa,affiliate.linkshare.9pxhdtxv1fa,linkshare,affiliate,41221,9pxhdtxv1fa,9pxhdtxv1fa-42abp.8cbbdnfxvlrni.ca,9pxhdtxv1fa-42abp.8cbbdnfxvlrni.ca)",,1,275,"indochino.com is an online custom menswear store offering suits, shirts, outerwear, and accessories. customers can design their own suits and shirts, and have them tailored to their exact measurements. the website also offers a range of ready-to-wear items, as well as a selection of accessories. customers can also book an appointment at one of their showrooms for a personalized shopping experience.","q1: yes, 5",q2: 5
1331,surveymonkey.com,VISIT,surveymonkey.com/summary/VkaB_2Bfc18UN5twU4GQzYbkZS8L_2Fdv33_2FwanA6vk0O1Q_3D,,surveymonkey survey summary,,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
